500,软件UI界面web管理系统saas平台后台客户端终端页面设计,泉州,"

轻妙视觉"
1588,支付宝微信公众号小程序商城H5python开发定制作,泉州,"

千界科技-国家高企双软企业"
4200,微信小程序开发saas定制设计php公众号H5点餐交友算法c,泉州,"

杰里科技-名企服务商"
1000,其它工具软件开发系统软件其它类微信H5游戏saas软件CRM,泉州,"

伍仟科技-优质服务商"
6800,软件开发企业管理软件开发saas工具软件考勤财务系统定制开发,泉州,"

威之德信息-100人实体公司"
8000,仓储物流软件出入库数据库IT开发定制saas企业管理系统平台,泉州,"

百荣科技-国家高新企业"
1588,支付宝微信公众号小程序商城H5python开发定制作,泉州,"

千界科技-国家高企双软企业"
5980,软件开发/APP定制开发/ERP开发/HR开发/saas系统,泉州,"

北号山科技"
5000,APP定制开发ios设计saas电商城教育d播直应用成品工具,泉州,"

杰里科技-名企服务商"
6800,软件开发企业管理软件开发saas工具软件考勤财务系统定制开发,泉州,"

威之德信息-100人实体公司"
1899,外卖支付宝移动应用UI设计可视化小程序软件数据库saas设计,泉州,"

中科大重点孵化企业-海拔网络"
250,软件界面UI网页OA办公智能监测统计系统后台管理设计,泉州,"

禾马UI"
39999,java服务工具python数据分析处理saas系统软件开发,泉州,"

深圳优形科技"
19999,【门店saas系统开发】门店会员管理/收银管理/saas系统,泉州,"

深圳市三十天科技有限公司"
480,管理软件界面区块链ui进销存saas界面ERP设计办公ui,泉州,"

千红视觉"
1000,微信评选系统开发saas平台公众号评选系统活动营销场景搭建,泉州,"

伍仟科技-优质服务商"
2500,开发工具企业管理行业应用嵌入式区块链应用saas成品设计网站,泉州,"

荣鹊科技"
600,系统界面软件ui后台管理网页设计saas设计erp设计网站,泉州,"

艺站库设计"
1200,微信小程序商城带分销系统成品saas软件 包安装支持二次开发,泉州,"

掌沃科技有限公司"
15000,【saas定制开发】C/S定制开发|软件服务|智能平台,泉州,"

新网科技-国家高新技术企业"
4000,教育社交电商移动APP数据分析物联网saas软件安卓定制开发,泉州,"

牡蛎品牌策划"
3000,行政软件开发|开发OA saas ERP CRM 功能,泉州,"

捷径科技-国家高新技术企业"
488,APP移动端saas电商平台互联网公司微商LOGO设计,泉州,"

华年原创设计"
999,支付宝微信公众号小程序商城H5python开发定制作,泉州,"

徽章纵视"
2000,软件开发|pass后端开发|lassIT开发,泉州,"

九宸软件定制"
15000,erp管理软件ERP生产系统开发CRM数据saas软件定制,泉州,"

上海闻峥-国家高新企业-八戒优质服务商5强"
999,开发工具企业管理行业应用嵌入式区块链应用saas成品设计,泉州,"

云淞网络"
12000,工具软件企业管理成品软件行业应用软件区域链应用saas切入式,泉州,"

悦商东方"
10000,企业微信第三方应用开发小程序二次开发saas订单管理客服申请,泉州,"

中懿游科技"
5000,企业办公OA系统/ERP系统/软件/saas/erp企业管理,泉州,"

讯资软件-50人技术团队8年经验南部大区行业之星"
1200,支付宝微信公众号小程序商城H5python开发定制作,泉州,"

简策科技"
3200,模板小程序/微信小程序/saas小程序/成品小程序,泉州,"

重庆茗心科技有限公司"
4500,平台丨saas管理系统开发丨商城小程序定制开发设计,泉州,"

七页科技"
16888,APP开发|Python|saas|PHP|Java软件定制,泉州,"

由你创-国家双软认证优质服务企业"
10000,智慧仓储物流云仓后台saas管理软件供应链系统开发app源码,泉州,"

至信网络科技"
1999,python数据分析处理java服务工具saas系统软件开发,泉州,"

禾高网络科技旗舰"
999,支付宝微信公众号小程序商城H5开发定制作,泉州,"

咚乐网络 - 国家高新企业 (十年实体经验)"
5000,企业管理系统办公软件仓库管理ERP系统saas系统开发,泉州,"

名锐讯动-500强合作商"
5000,软件开发/saas/数据库/IT开发/网站定制开发/php,泉州,"

麦秸映像IT开发-微信/小程序/app"
420,管理软件界面区块链ui进销存saas界面ERP设计办公ui,泉州,"

天一网络技术"
2200,CRM企业管理系统开发OA物流办公软件saas进销存ERP,泉州,"

千翼科技-500人技术团队"
10000,物业贝贝app互联网物业app智慧社区saas平台物业服务,泉州,"

专业软件定制开发拉利法科技"
2000,开发工具企业管理行业应用嵌入式区块链应用saas成品设计网站,泉州,"

创世网络网站建设"
1800,企业级saas服务管理云平台行业创业方案商业计划书融资撰写作,泉州,"

杉林创投"
2900,小程序开发互联网学校公众号定制设计开saas微网站微信,泉州,"

天迅达科技-国家高新技术企业"
1688,仓储物流软件出入库数据库IT开发定制saas企业管理系统平台,泉州,"

骐翔网络10年老店"
5000,app小程序开发APP网站建设软件saas后端python,泉州,"

艺点意创品牌策划有限公司"
25000,青草/水滴/微信制作/微信开发/微信定制/微信公众号,泉州,"

上海西陆科技_国家高新技术企业/双软企业"
1980,VIP小说公众号微信开发 微官网|小程序开发|微信公众平台,泉州,"

网慧科技-麦诺软创软件服务行业领航者"
28000,企业管理软件/外贸ERP管理系统/OA/CRM/ERP定制,泉州,"

拓冠科技-行业之星服务商"
6800,公司企业网站建设官网网站定制开发ui设计商城网页设计光荣网络,泉州,"

光荣网络光荣文创"
1000,小程序app开发招聘点餐生鲜电商分销多用户商城UI拼团小程序,泉州,"

晟轩科技- 入驻15年国家高新技术企业"
1000,微信小程序分销商城招聘点餐饮跑腿预约系统公众号H5定制作开发,泉州,"

网帆科技【12年互联网品牌】"
2500,网站建设网站开发网站制作企业公司网站H5响应式网站手机微官网,泉州,"

圣融科技有限公司"
2745.5,企业官网站建设定制软件电商外贸开发制作设计响应式营销后端界面,泉州,"

科威鲸网络-国家高企(12年实体品牌)"
1500,企业网站建设响应式手机官网页设计营销型门户微电商城开发前后端,泉州,"

冰雪网络10年品牌老店"
999,公司官网企业网站制作网站建设，h5网站开发/网站设计定制开发,泉州,"

文纳网络科技"
1889.37,企业建网站建设定制后端开发制作手机微商城门户公司网页设计官网,泉州,"

久鑫网络/久久网络-国家高企(13年老店)"
300,ui设计app界面移动网页UI设计软件界面设计微信定制小程序,泉州,"

优恳设计-Uicon Design"
2199,电商类零售类团购类配送类社交类APP界面设计python开发,泉州,"

六牛科技-专精特新企业"
1888,网站建设企业官网响应式公司营销网站模板仿站H5网页定制前后端,泉州,"

美好未来✦网站建设"
1500,【微信小程序开发】微商城分销点餐预约app公众号网站H5定制,泉州,"

小跑科技-100人技术团队"
1270.4,微信小程序公众号平台H5行业微商城餐饮外卖模板定制开发制作,泉州,"

中恒科技 【九年技术团队】"
175.5,APP开发物流生鲜商城医疗在线教育社交团购app原生定制开发,泉州,"

广州乐开软件开发有限公司"
2384,网站建设响应式企业品牌门户官网H5手机移动端网页设计定制开发,泉州,"

页溪软件-国家双软认证企业"
6800,企业微信支付宝小程序公众号平台设计定制作系统分销直播商城开发,泉州,"

上海笛量科技-国家高新企业（入驻猪八戒11年)"
1000,微信小程序|小程序开发定制|微信公众号平台开发小程序商城,泉州,"

聚成网络-国家高新企业双软认证"
1899,电召网约/出租/打车/小程序定制开发成品app成品95128,泉州,"

喜望软件-智慧出行软件供应商"
1438.4,app开发定制教育点餐外卖社交语音直播软件电商分销H5成品,泉州,"

完梦科技-国家高新双软企业软件开发商"
1519.2,APP开发电商交友教育跑腿点餐外卖成品安卓iosPython,泉州,"

来客网络科技"
1000,网站建设网站开发网站制作企业官网公司网站模板网站响应式仿站,泉州,"

云荣网络"
1499.5,微信微商分销系统商城直销模式奖金制度app公众号开发定制开发,泉州,"

盈科云商网络科技"
3500,网站建设网站开发网站定制开发网站制作企业官网企业网站建设设计,泉州,"

牧狼传媒"
